trial_idx,channel,d1,d2,d3,correction,image_path,target_x,target_y,target_theta,est_x,est_y,est_theta,err_dx_mm,err_dy_mm,err_dtheta_deg,gt_dx_mm,gt_dy_mm,gt_dtheta_deg,cycle,iters,time_s,residual_pos_mm,residual_ang_deg,gt_residual_pos_mm,gt_residual_ang_deg,success,success_gt,state
7,d2,off,weak,off,off,C:\Users\태원\R0B\experiments\run_images\d2_d1off_d2weak_d3off_corroff_t7.png,0.4,0.45,0.0,0.4082,0.44457,0.06053,-8.203,5.428,-3.468,-8.0,6.0,-3.0,7,1,0.172,9.836,3.468,10.0,3.0,0,0,DONE
0,d2,off,med,off,on,C:\Users\태원\R0B\experiments\run_images\d2_d1off_d2med_d3off_corron_t0.png,0.4,0.45,0.0,0.39988,0.45036,0.0,0.12,-0.362,0.0,0.082,-0.152,-0.105,0,3,0.592,0.381,0.0,0.173,0.105,1,1,DONE
1,d2,off,med,off,on,C:\Users\태원\R0B\experiments\run_images\d2_d1off_d2med_d3off_corron_t1.png,0.4,0.45,0.0,0.39988,0.45036,0.0,0.12,-0.362,0.0,0.082,-0.152,-0.105,1,3,0.591,0.381,0.0,0.173,0.105,1,1,DONE
2,d2,off,med,off,on,C:\Users\태원\R0B\experiments\run_images\d2_d1off_d2med_d3off_corron_t2.png,0.4,0.45,0.0,0.39988,0.45036,0.0,0.12,-0.362,0.0,0.082,-0.152,-0.105,2,3,0.582,0.381,0.0,0.173,0.105,1,1,DONE
3,d2,off,med,off,on,C:\Users\태원\R0B\experiments\run_images\d2_d1off_d2med_d3off_corron_t3.png,0.4,0.45,0.0,0.39988,0.45036,0.0,0.12,-0.362,0.0,0.083,-0.152,-0.105,3,6,1.17,0.381,0.0,0.173,0.105,1,1,DONE
4,d2,off,med,off,on,C:\Users\태원\R0B\experiments\run_images\d2_d1off_d2med_d3off_corron_t4.png,0.4,0.45,0.0,0.39988,0.45036,0.0,0.12,-0.362,0.0,0.082,-0.152,-0.105,4,3,0.586,0.381,0.0,0.173,0.105,1,1,DONE
5,d2,off,med,off,on,C:\Users\태원\R0B\experiments\run_images\d2_d1off_d2med_d3off_corron_t5.png,0.4,0.45,0.0,0.39988,0.45036,0.0,0.12,-0.362,0.0,0.082,-0.152,-0.105,5,3,0.588,0.381,0.0,0.173,0.105,1,1,DONE
6,d2,off,med,off,on,C:\Users\태원\R0B\experiments\run_images\d2_d1off_d2med_d3off_corron_t6.png,0.4,0.45,0.0,0.39988,0.45,0.0,0.12,0.0,0.0,0.083,0.21,-0.105,6,6,1.171,0.12,0.0,0.226,0.105,1,1,DONE
7,d2,off,med,off,on,C:\Users\태원\R0B\experiments\run_images\d2_d1off_d2med_d3off_corron_t7.png,0.4,0.45,0.0,0.39988,0.45036,0.0,0.12,-0.362,0.0,0.082,-0.152,-0.105,7,3,0.592,0.381,0.0,0.173,0.105,1,1,DONE
0,d2,off,med,off,off,C:\Users\태원\R0B\experiments\run_images\d2_d1off_d2med_d3off_corroff_t0.png,0.4,0.45,0.0,0.4082,0.44457,0.06053,-8.203,5.428,-3.468,-8.0,6.0,-3.0,0,1,0.201,9.836,3.468,10.0,3.0,0,0,DONE
1,d2,off,med,off,off,C:\Users\태원\R0B\experiments\run_images\d2_d1off_d2med_d3off_corroff_t1.png,0.4,0.45,0.0,0.4082,0.44457,0.06053,-8.203,5.428,-3.468,-8.0,6.0,-3.0,1,1,0.198,9.836,3.468,10.0,3.0,0,0,DONE
2,d2,off,med,off,off,C:\Users\태원\R0B\experiments\run_images\d2_d1off_d2med_d3off_corroff_t2.png,0.4,0.45,0.0,0.4082,0.44457,0.06053,-8.203,5.428,-3.468,-8.0,6.0,-3.0,2,1,0.208,9.836,3.468,10.0,3.0,0,0,DONE
3,d2,off,med,off,off,C:\Users\태원\R0B\experiments\run_images\d2_d1off_d2med_d3off_corroff_t3.png,0.4,0.45,0.0,0.4082,0.44457,0.06053,-8.203,5.428,-3.468,-8.0,6.0,-3.0,3,1,0.201,9.836,3.468,10.0,3.0,0,0,DONE
4,d2,off,med,off,off,C:\Users\태원\R0B\experiments\run_images\d2_d1off_d2med_d3off_corroff_t4.png,0.4,0.45,0.0,0.4082,0.44457,0.06053,-8.203,5.428,-3.468,-8.0,6.0,-3.0,4,1,0.196,9.836,3.468,10.0,3.0,0,0,DONE
5,d2,off,med,off,off,C:\Users\태원\R0B\experiments\run_images\d2_d1off_d2med_d3off_corroff_t5.png,0.4,0.45,0.0,0.4082,0.44457,0.06053,-8.203,5.428,-3.468,-8.0,6.0,-3.0,5,1,0.202,9.836,3.468,10.0,3.0,0,0,DONE
6,d2,off,med,off,off,C:\Users\태원\R0B\experiments\run_images\d2_d1off_d2med_d3off_corroff_t6.png,0.4,0.45,0.0,0.4082,0.44457,0.06053,-8.203,5.428,-3.468,-8.0,6.0,-3.0,6,1,0.202,9.836,3.468,10.0,3.0,0,0,DONE
7,d2,off,med,off,off,C:\Users\태원\R0B\experiments\run_images\d2_d1off_d2med_d3off_corroff_t7.png,0.4,0.45,0.0,0.4082,0.44457,0.06053,-8.203,5.428,-3.468,-8.0,6.0,-3.0,7,1,0.217,9.836,3.468,10.0,3.0,0,0,DONE
0,d2,off,strong,off,on,C:\Users\태원\R0B\experiments\run_images\d2_d1off_d2strong_d3off_corron_t0.png,0.4,0.45,0.0,0.39988,0.44964,-0.01,0.12,0.362,0.573,0.203,0.572,0.468,0,2,0.436,0.381,0.573,0.607,0.468,1,0,DONE
1,d2,off,strong,off,on,C:\Users\태원\R0B\experiments\run_images\d2_d1off_d2strong_d3off_corron_t1.png,0.4,0.45,0.0,0.4006,0.45,0.0,-0.603,0.0,0.0,-0.399,0.572,-0.105,1,10,2.031,0.603,0.0,0.697,0.105,0,0,DONE
2,d2,off,strong,off,on,C:\Users\태원\R0B\experiments\run_images\d2_d1off_d2strong_d3off_corron_t2.png,0.4,0.45,0.0,0.39988,0.44964,-0.01,0.12,0.362,0.573,0.203,0.572,0.468,2,2,0.392,0.381,0.573,0.607,0.468,1,0,DONE
3,d2,off,strong,off,on,C:\Users\태원\R0B\experiments\run_images\d2_d1off_d2strong_d3off_corron_t3.png,0.4,0.45,0.0,0.40024,0.45,0.0,-0.241,0.0,0.0,-0.521,-0.152,-0.105,3,5,0.957,0.241,0.0,0.542,0.105,1,0,DONE
4,d2,off,strong,off,on,C:\Users\태원\R0B\experiments\run_images\d2_d1off_d2strong_d3off_corron_t4.png,0.4,0.45,0.0,0.39988,0.45036,0.0,0.12,-0.362,0.0,0.082,-0.152,-0.105,4,3,0.568,0.381,0.0,0.173,0.105,1,1,DONE
5,d2,off,strong,off,on,C:\Users\태원\R0B\experiments\run_images\d2_d1off_d2strong_d3off_corron_t5.png,0.4,0.45,0.0,0.39988,0.45036,0.0,0.12,-0.362,0.0,0.082,-0.152,-0.105,5,3,0.583,0.381,0.0,0.173,0.105,1,1,DONE
6,d2,off,strong,off,on,C:\Users\태원\R0B\experiments\run_images\d2_d1off_d2strong_d3off_corron_t6.png,0.4,0.45,0.0,0.39879,0.44964,0.0,1.206,0.362,0.0,0.325,0.21,-0.105,6,10,1.916,1.259,0.0,0.387,0.105,0,1,DONE
7,d2,off,strong,off,on,C:\Users\태원\R0B\experiments\run_images\d2_d1off_d2strong_d3off_corron_t7.png,0.4,0.45,0.0,0.39988,0.44964,0.01,0.12,0.362,-0.573,0.445,0.572,-0.678,7,9,1.714,0.381,0.573,0.725,0.678,1,0,DONE
0,d2,off,strong,off,off,C:\Users\태원\R0B\experiments\run_images\d2_d1off_d2strong_d3off_corroff_t0.png,0.4,0.45,0.0,0.4082,0.44457,0.06053,-8.203,5.428,-3.468,-8.0,6.0,-3.0,0,1,0.195,9.836,3.468,10.0,3.0,0,0,DONE
1,d2,off,strong,off,off,C:\Users\태원\R0B\experiments\run_images\d2_d1off_d2strong_d3off_corroff_t1.png,0.4,0.45,0.0,0.4082,0.44457,0.06053,-8.203,5.428,-3.468,-8.0,6.0,-3.0,1,1,0.192,9.836,3.468,10.0,3.0,0,0,DONE
2,d2,off,strong,off,off,C:\Users\태원\R0B\experiments\run_images\d2_d1off_d2strong_d3off_corroff_t2.png,0.4,0.45,0.0,0.4082,0.44457,0.06053,-8.203,5.428,-3.468,-8.0,6.0,-3.0,2,1,0.196,9.836,3.468,10.0,3.0,0,0,DONE
3,d2,off,strong,off,off,C:\Users\태원\R0B\experiments\run_images\d2_d1off_d2strong_d3off_corroff_t3.png,0.4,0.45,0.0,0.4082,0.44457,0.06053,-8.203,5.428,-3.468,-8.0,6.0,-3.0,3,1,0.194,9.836,3.468,10.0,3.0,0,0,DONE
4,d2,off,strong,off,off,C:\Users\태원\R0B\experiments\run_images\d2_d1off_d2strong_d3off_corroff_t4.png,0.4,0.45,0.0,0.4082,0.44457,0.06053,-8.203,5.428,-3.468,-8.0,6.0,-3.0,4,1,0.196,9.836,3.468,10.0,3.0,0,0,DONE
5,d2,off,strong,off,off,C:\Users\태원\R0B\experiments\run_images\d2_d1off_d2strong_d3off_corroff_t5.png,0.4,0.45,0.0,0.4082,0.44457,0.06053,-8.203,5.428,-3.468,-8.0,6.0,-3.0,5,1,0.198,9.836,3.468,10.0,3.0,0,0,DONE
6,d2,off,strong,off,off,C:\Users\태원\R0B\experiments\run_images\d2_d1off_d2strong_d3off_corroff_t6.png,0.4,0.45,0.0,0.4082,0.44457,0.06053,-8.203,5.428,-3.468,-8.0,6.0,-3.0,6,1,0.193,9.836,3.468,10.0,3.0,0,0,DONE
7,d2,off,strong,off,off,C:\Users\태원\R0B\experiments\run_images\d2_d1off_d2strong_d3off_corroff_t7.png,0.4,0.45,0.0,0.4082,0.44457,0.06053,-8.203,5.428,-3.468,-8.0,6.0,-3.0,7,1,0.193,9.836,3.468,10.0,3.0,0,0,DONE
0,d3,off,off,weak,on,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3weak_corron_t0.png,0.4,0.45,0.0,0.39988,0.45036,0.0,0.12,-0.362,0.0,0.082,-0.152,-0.105,0,3,0.191,0.381,0.0,0.173,0.105,1,1,DONE
1,d3,off,off,weak,on,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3weak_corron_t1.png,0.4,0.45,0.0,0.39988,0.45,0.0,0.12,0.0,0.0,-0.521,-0.152,-0.138,1,2,0.123,0.12,0.0,0.543,0.138,1,0,DONE
2,d3,off,off,weak,on,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3weak_corron_t2.png,0.4,0.45,0.0,0.39988,0.45036,0.0,0.12,-0.362,0.0,-0.883,-0.514,-0.138,2,2,0.122,0.381,0.0,1.022,0.138,1,0,DONE
3,d3,off,off,weak,on,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3weak_corron_t3.png,0.4,0.45,0.0,0.39988,0.44964,0.01,0.12,0.362,-0.573,-1.486,-0.152,-0.109,3,4,0.233,0.381,0.573,1.493,0.109,1,0,DONE
4,d3,off,off,weak,on,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3weak_corron_t4.png,0.4,0.45,0.0,0.39952,0.45,0.0,0.482,0.0,0.0,-1.727,-0.514,-0.138,4,3,0.179,0.482,0.0,1.802,0.138,1,0,DONE
5,d3,off,off,weak,on,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3weak_corron_t5.png,0.4,0.45,0.0,0.39988,0.45,0.0,0.12,0.0,0.0,-2.33,-0.514,-0.138,5,2,0.119,0.12,0.0,2.386,0.138,1,0,DONE
6,d3,off,off,weak,on,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3weak_corron_t6.png,0.4,0.45,0.0,0.39988,0.45036,0.0,0.12,-0.362,0.0,-2.812,-1.6,-0.139,6,6,0.344,0.381,0.0,3.235,0.139,1,0,DONE
7,d3,off,off,weak,on,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3weak_corron_t7.png,0.4,0.45,0.0,0.39988,0.45,0.0,0.12,0.0,0.0,-3.416,-1.6,-0.138,7,2,0.12,0.12,0.0,3.772,0.138,1,0,DONE
0,d3,off,off,weak,off,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3weak_corroff_t0.png,0.4,0.45,0.0,0.4082,0.44457,0.06053,-8.203,5.428,-3.468,-8.0,6.0,-3.0,0,1,0.069,9.836,3.468,10.0,3.0,0,0,DONE
1,d3,off,off,weak,off,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3weak_corroff_t1.png,0.4,0.45,0.0,0.40748,0.44385,0.04996,-7.479,6.152,-2.862,-8.0,6.0,-3.0,1,1,0.067,9.684,2.862,10.0,3.0,0,0,DONE
2,d3,off,off,weak,off,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3weak_corroff_t2.png,0.4,0.45,0.0,0.40712,0.44349,0.04996,-7.117,6.514,-2.862,-8.0,6.0,-3.0,2,1,0.066,9.648,2.862,10.0,3.0,0,0,DONE
3,d3,off,off,weak,off,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3weak_corroff_t3.png,0.4,0.45,0.0,0.40676,0.44385,0.05046,-6.755,6.152,-2.891,-8.0,6.0,-3.0,3,1,0.066,9.137,2.891,10.0,3.0,0,0,DONE
4,d3,off,off,weak,off,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3weak_corroff_t4.png,0.4,0.45,0.0,0.40567,0.44349,0.04996,-5.67,6.514,-2.862,-8.0,6.0,-3.0,4,1,0.062,8.636,2.862,10.0,3.0,0,0,DONE
5,d3,off,off,weak,off,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3weak_corroff_t5.png,0.4,0.45,0.0,0.40567,0.44349,0.04996,-5.67,6.514,-2.862,-8.0,6.0,-3.0,5,1,0.062,8.636,2.862,10.0,3.0,0,0,DONE
6,d3,off,off,weak,off,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3weak_corroff_t6.png,0.4,0.45,0.0,0.40495,0.44312,0.05993,-4.946,6.876,-3.434,-8.0,6.0,-3.0,6,1,0.062,8.47,3.434,10.0,3.0,0,0,DONE
7,d3,off,off,weak,off,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3weak_corroff_t7.png,0.4,0.45,0.0,0.40458,0.4424,0.04996,-4.584,7.6,-2.862,-8.0,6.0,-3.0,7,1,0.061,8.875,2.862,10.0,3.0,0,0,DONE
0,d3,off,off,med,on,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3med_corron_t0.png,0.4,0.45,0.0,0.39988,0.45036,0.0,0.12,-0.362,0.0,0.082,-0.152,-0.105,0,3,0.215,0.381,0.0,0.173,0.105,1,1,DONE
1,d3,off,off,med,on,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3med_corron_t1.png,0.4,0.45,0.0,0.39988,0.44964,0.01,0.12,0.362,-0.573,-1.486,-0.152,-0.109,1,4,0.248,0.381,0.573,1.493,0.109,1,0,DONE
2,d3,off,off,med,on,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3med_corron_t2.png,0.4,0.45,0.0,0.39988,0.45036,0.0,0.12,-0.362,0.0,-2.812,-1.6,-0.139,2,6,0.373,0.381,0.0,3.235,0.139,1,0,DONE
3,d3,off,off,med,on,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3med_corron_t3.png,0.4,0.45,0.0,0.39952,0.45,0.0,0.482,0.0,0.0,-4.26,-1.961,-0.138,3,3,0.189,0.482,0.0,4.69,0.138,1,0,DONE
4,d3,off,off,med,on,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3med_corron_t4.png,0.4,0.45,0.0,0.39988,0.45036,0.0,0.12,-0.362,0.0,-5.828,-3.047,-0.139,4,4,0.253,0.381,0.0,6.577,0.139,1,0,DONE
5,d3,off,off,med,on,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3med_corron_t5.png,0.4,0.45,0.0,0.39988,0.45,0.0,0.12,0.0,0.0,-7.396,-3.409,-0.138,5,5,0.308,0.12,0.0,8.144,0.138,1,0,DONE
6,d3,off,off,med,on,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3med_corron_t6.png,0.4,0.45,0.0,0.39952,0.45,0.0,0.482,0.0,0.0,-8.723,-4.495,-0.139,6,4,0.245,0.482,0.0,9.813,0.139,1,0,DONE
7,d3,off,off,med,on,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3med_corron_t7.png,0.4,0.45,0.0,0.39988,0.45,0.0,0.12,0.0,0.0,-10.291,-4.856,-0.138,7,5,0.308,0.12,0.0,11.38,0.138,1,0,DONE
0,d3,off,off,med,off,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3med_corroff_t0.png,0.4,0.45,0.0,0.4082,0.44457,0.06053,-8.203,5.428,-3.468,-8.0,6.0,-3.0,0,1,0.065,9.836,3.468,10.0,3.0,0,0,DONE
1,d3,off,off,med,off,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3med_corroff_t1.png,0.4,0.45,0.0,0.40676,0.44385,0.05046,-6.755,6.152,-2.891,-8.0,6.0,-3.0,1,1,0.066,9.137,2.891,10.0,3.0,0,0,DONE
2,d3,off,off,med,off,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3med_corroff_t2.png,0.4,0.45,0.0,0.40495,0.44312,0.05993,-4.946,6.876,-3.434,-8.0,6.0,-3.0,2,1,0.064,8.47,3.434,10.0,3.0,0,0,DONE
3,d3,off,off,med,off,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3med_corroff_t3.png,0.4,0.45,0.0,0.40314,0.44204,0.04996,-3.136,7.961,-2.862,-8.0,6.0,-3.0,3,1,0.062,8.557,2.862,10.0,3.0,0,0,DONE
4,d3,off,off,med,off,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3med_corroff_t4.png,0.4,0.45,0.0,0.40169,0.44168,0.05993,-1.689,8.323,-3.434,-8.0,6.0,-3.0,4,1,0.065,8.493,3.434,10.0,3.0,0,0,DONE
5,d3,off,off,med,off,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3med_corroff_t5.png,0.4,0.45,0.0,0.40024,0.44059,0.04996,-0.241,9.409,-2.862,-8.0,6.0,-3.0,5,1,0.064,9.412,2.862,10.0,3.0,0,0,DONE
6,d3,off,off,med,off,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3med_corroff_t6.png,0.4,0.45,0.0,0.39879,0.44023,0.05993,1.206,9.771,-3.434,-8.0,6.0,-3.0,6,1,0.073,9.845,3.434,10.0,3.0,0,0,DONE
7,d3,off,off,med,off,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3med_corroff_t7.png,0.4,0.45,0.0,0.39735,0.43914,0.04996,2.654,10.856,-2.862,-8.0,6.0,-3.0,7,1,0.074,11.176,2.862,10.0,3.0,0,0,DONE
0,d3,off,off,strong,on,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3strong_corron_t0.png,0.4,0.45,0.0,0.39988,0.45036,0.0,0.12,-0.362,0.0,0.082,-0.152,-0.105,0,3,0.184,0.381,0.0,0.173,0.105,1,1,DONE
1,d3,off,off,strong,on,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3strong_corron_t1.png,0.4,0.45,0.0,0.39988,0.45036,0.0,0.12,-0.362,0.0,-2.812,-1.6,-0.139,1,6,0.365,0.381,0.0,3.235,0.139,1,0,DONE
2,d3,off,off,strong,on,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3strong_corron_t2.png,0.4,0.45,0.0,0.39988,0.45036,0.0,0.12,-0.362,0.0,-5.828,-3.047,-0.139,2,4,0.242,0.381,0.0,6.577,0.139,1,0,DONE
3,d3,off,off,strong,on,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3strong_corron_t3.png,0.4,0.45,0.0,0.39952,0.45,0.0,0.482,0.0,0.0,-8.723,-4.495,-0.139,3,4,0.233,0.482,0.0,9.813,0.139,1,0,DONE
4,d3,off,off,strong,on,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3strong_corron_t4.png,0.4,0.45,0.0,0.39988,0.45,0.0,0.12,0.0,0.0,-12.101,-5.58,0.434,4,2,0.125,0.12,0.0,13.326,0.434,1,0,DONE
5,d3,off,off,strong,on,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3strong_corron_t5.png,0.4,0.45,0.0,0.39988,0.45,0.0,0.12,0.0,0.0,-14.996,-7.39,-0.138,5,2,0.125,0.12,0.0,16.718,0.138,1,0,DONE
6,d3,off,off,strong,on,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3strong_corron_t6.png,0.4,0.45,0.0,0.39988,0.45,0.0,0.12,0.0,0.0,-17.891,-8.837,-0.138,6,2,0.128,0.12,0.0,19.955,0.138,1,0,DONE
7,d3,off,off,strong,on,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3strong_corron_t7.png,0.4,0.45,0.0,0.39988,0.45036,0.0,0.12,-0.362,0.0,-20.786,-10.285,-0.138,7,5,0.301,0.381,0.0,23.191,0.138,1,0,DONE
0,d3,off,off,strong,off,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3strong_corroff_t0.png,0.4,0.45,0.0,0.4082,0.44457,0.06053,-8.203,5.428,-3.468,-8.0,6.0,-3.0,0,1,0.066,9.836,3.468,10.0,3.0,0,0,DONE
1,d3,off,off,strong,off,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3strong_corroff_t1.png,0.4,0.45,0.0,0.40495,0.44312,0.05993,-4.946,6.876,-3.434,-8.0,6.0,-3.0,1,1,0.064,8.47,3.434,10.0,3.0,0,0,DONE
2,d3,off,off,strong,off,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3strong_corroff_t2.png,0.4,0.45,0.0,0.40169,0.44168,0.05993,-1.689,8.323,-3.434,-8.0,6.0,-3.0,2,1,0.063,8.493,3.434,10.0,3.0,0,0,DONE
3,d3,off,off,strong,off,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3strong_corroff_t3.png,0.4,0.45,0.0,0.39879,0.44023,0.05993,1.206,9.771,-3.434,-8.0,6.0,-3.0,3,1,0.063,9.845,3.434,10.0,3.0,0,0,DONE
4,d3,off,off,strong,off,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3strong_corroff_t4.png,0.4,0.45,0.0,0.3959,0.43842,0.05993,4.101,11.58,-3.434,-8.0,6.0,-3.0,4,1,0.069,12.285,3.434,10.0,3.0,0,0,DONE
5,d3,off,off,strong,off,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3strong_corroff_t5.png,0.4,0.45,0.0,0.393,0.43661,0.04996,6.996,13.39,-2.862,-8.0,6.0,-3.0,5,1,0.066,15.107,2.862,10.0,3.0,0,0,DONE
6,d3,off,off,strong,off,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3strong_corroff_t6.png,0.4,0.45,0.0,0.39011,0.43516,0.04996,9.891,14.837,-2.862,-8.0,6.0,-3.0,6,1,0.065,17.832,2.862,10.0,3.0,0,0,DONE
7,d3,off,off,strong,off,C:\Users\태원\R0B\experiments\run_images\d3_d1off_d2off_d3strong_corroff_t7.png,0.4,0.45,0.0,0.38685,0.43372,0.04996,13.148,16.285,-2.862,-8.0,6.0,-3.0,7,1,0.064,20.93,2.862,10.0,3.0,0,0,DONE
